country,country_code,outbreak_idx,start_date,end_date,termination_reason,total_increment,duration_weeks,model,goodness_of_fit,K,shape,scale
Nigeria,NGA,2,2023-07-09,2023-08-20,4 consecutive weeks no increase,3,7,Gamma,0.9827926037538062,3.04947440714079,21.719484800958423,0.23012238257269055
Nigeria,NGA,3,2023-11-05,2024-01-14,4 consecutive weeks no increase,15,11,Gamma,0.9962391562716733,14.644802740671688,62.389976001097594,0.09435705059788982
Nigeria,NGA,4,2024-01-21,2025-01-12,reached last data,195,52,Gamma,0.9929794467797982,1915780643366.518,2.6517743495060224,190157.20896683616
Rwanda,RWA,1,2024-07-21,2024-08-18,4 consecutive weeks no increase,4,5,Gamma,1.0,4.000000015015187,1447.8862762814013,0.0024037480839568096
Rwanda,RWA,2,2024-09-08,2025-01-12,reached last data,78,19,Gamma,0.9957104652821734,91.19484695468856,10.165906234626465,1.5929137102210198
Sierra Leone,SLE,1,2025-01-05,2025-01-19,reached last data,8,3,Gamma,,,,
South Africa,ZAF,1,2022-06-26,2022-09-18,4 consecutive weeks no increase,5,13,Gamma,0.9887073495719293,5.37408267453947,4.1342848975941875,2.0585626383116162
South Africa,ZAF,2,2024-05-05,2024-08-25,4 consecutive weeks no increase,24,17,Gamma,0.9969839165297347,23.885211479825212,14.229534852340691,0.672746860102134
South Africa,ZAF,3,2024-09-01,2024-09-29,4 consecutive weeks no increase,1,5,Gamma,0.9999999999999984,1.0000000063053558,1342.0708453101822,0.0025875315755440453
Sudan,SDN,1,2022-07-31,2023-04-09,reached last data,19,9,Gamma,0.9844196698694241,23.074106980806086,21.153830301043108,0.49588718990924757
Uganda,UGA,1,2024-07-21,2025-01-19,reached last data,2031,27,Gamma,0.9993361290608214,4399.801428099329,10.097958307073414,3.251786330745709
Zambia,ZMB,1,2024-10-06,2024-11-03,4 consecutive weeks no increase,1,5,Gamma,0.9999999999999984,1.0000000063053558,1342.0708453101822,0.0025875315755440453
Zambia,ZMB,2,2024-12-22,2025-01-05,reached last data,3,3,Gamma,,,,
Zimbabwe,ZWE,1,2024-10-06,2024-11-03,4 consecutive weeks no increase,2,5,Gamma,0.9999999999999989,2.000000015629419,1379.2095241463057,0.002523644822334648
