country,country_code,outbreak_idx,start_date,end_date,termination_reason,total_increment,duration_weeks,model,goodness_of_fit,K,r,t0
Liberia,LBR,1,2022-07-24,2022-09-11,4 consecutive weeks no increase,3,8,Logistic,0.9979540703108258,3.017341112923444,1.8355307778784098,4.509797584112877
Liberia,LBR,2,2022-11-20,2023-01-08,4 consecutive weeks no increase,3,8,Logistic,0.9852527306286724,3.046496412584765,1.6787417987268747,5.0125025939826084
Liberia,LBR,3,2023-01-22,2023-05-21,4 consecutive weeks no increase,6,18,Logistic,0.9837537043530229,6.220162077035813,0.3164960304384132,10.278610630070627
Liberia,LBR,4,2023-11-12,2023-12-31,4 consecutive weeks no increase,5,8,Logistic,0.9945758498898749,5.0387020576024515,1.5993380970613527,4.515057970732526
Liberia,LBR,5,2024-01-07,2024-04-28,4 consecutive weeks no increase,5,17,Logistic,0.9907050179878613,5.103610951250398,0.38384889116509446,9.005325668697328
Liberia,LBR,6,2024-08-04,2025-01-05,4 consecutive weeks no increase,58,23,Logistic,0.9923851733565594,60.580256607891535,0.4640102273895426,16.592681474736523
Liberia,LBR,7,2025-01-12,2025-01-19,reached last data,1,2,Logistic,0.9999999984105198,4.8530904076617025,9.9999991559512,6.134887564864365
Mauritius,MUS,1,2024-10-20,2024-11-24,4 consecutive weeks no increase,1,6,Logistic,0.9999861845768891,1.0008550071644309,9.999999999999998,3.5033280210235382
Morocco,MAR,1,2022-05-29,2024-10-06,reached last data,7,9,Logistic,0.9942704439336655,7.823181053356252,0.6638560446028747,10.030436328807497
Mozambique,MOZ,1,2022-10-02,2022-11-06,4 consecutive weeks no increase,1,6,Logistic,0.9999861845768891,1.0008550071644309,9.999999999999998,3.5033280210235382
Nigeria,NGA,1,2022-01-02,2023-08-27,4 consecutive weeks no increase,846,87,Logistic,0.999594674010816,836.7260591147345,0.18086430300482675,40.81618486317939
Nigeria,NGA,2,2023-11-05,2025-01-12,reached last data,210,63,Logistic,0.993346755056191,818.0328108182637,0.062471498872542684,82.39311025468453
Rwanda,RWA,1,2024-07-21,2024-08-25,4 consecutive weeks no increase,4,6,Logistic,0.9999861845464333,4.003420055784882,9.999999999999998,3.5033288066023043
Rwanda,RWA,2,2024-09-08,2025-01-12,reached last data,78,19,Logistic,0.9966061279676127,85.04878062398441,0.3892540635734053,15.37197646165407
Sierra Leone,SLE,1,2025-01-05,2025-01-19,reached last data,8,3,Logistic,0.999999999888035,8.00109055130758,9.999308063349522,6.109887007207052
South Africa,ZAF,1,2022-06-26,2022-09-25,4 consecutive weeks no increase,5,14,Logistic,0.9884203293882907,5.144948756986271,0.4680767222624976,7.894441461990758
South Africa,ZAF,2,2024-05-05,2024-10-06,4 consecutive weeks no increase,25,23,Logistic,0.9965894046578069,24.4888762685046,0.6295191473946913,9.558433138488603
Sudan,SDN,1,2022-07-31,2023-04-09,reached last data,19,9,Logistic,0.9868853059695382,21.53098041693542,0.8569413118014005,10.167583695343048
Uganda,UGA,1,2024-07-21,2025-01-19,reached last data,2031,27,Logistic,0.9987625716742428,2691.5618878907912,0.26796126432366596,26.78301535249105
Zambia,ZMB,1,2024-10-06,2024-11-10,4 consecutive weeks no increase,1,6,Logistic,0.9999861845768891,1.0008550071644309,9.999999999999998,3.5033280210235382
Zambia,ZMB,2,2024-12-22,2025-01-05,reached last data,3,3,Logistic,0.9999999968618413,3.000068154197443,9.999997066206426,5.9306920934877185
Zimbabwe,ZWE,1,2024-10-06,2024-11-10,4 consecutive weeks no increase,2,6,Logistic,0.999986184566814,2.0017100187923376,9.999999999999998,3.5033282809046633
